entity_id,attribute_set_id,type_id,sku,has_options,required_options,created_at,updated_at
53,9,simple,MH01-XS-Gray,0,0,"2017-12-19 11:40:45","2017-12-19 11:40:45"
54,9,simple,MH01-XS-Orange,0,0,"2017-12-19 11:40:45","2017-12-19 11:40:45"
55,9,simple,MH01-S-Black,0,0,"2017-12-19 11:40:45","2017-12-19 11:40:45"
56,9,simple,MH01-S-Gray,0,0,"2017-12-19 11:40:45","2017-12-19 11:40:45"
57,9,simple,MH01-S-Orange,0,0,"2017-12-19 11:40:45","2017-12-19 11:40:45"
58,9,simple,MH01-M-Black,0,0,"2017-12-19 11:40:45","2017-12-19 11:40:45"
59,9,simple,MH01-M-Gray,0,0,"2017-12-19 11:40:45","2017-12-19 11:40:45"
60,9,simple,MH01-M-Orange,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
61,9,simple,MH01-L-Black,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
62,9,simple,MH01-L-Gray,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
63,9,simple,MH01-L-Orange,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
64,9,simple,MH01-XL-Black,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
65,9,simple,MH01-XL-Gray,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
66,9,simple,MH01-XL-Orange,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
67,9,configurable,MH01,1,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
68,9,simple,MH02-XS-Black,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
69,9,simple,MH02-XS-Purple,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
70,9,simple,MH02-XS-Red,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
71,9,simple,MH02-S-Black,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
72,9,simple,MH02-S-Purple,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
73,9,simple,MH02-S-Red,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
74,9,simple,MH02-M-Black,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
75,9,simple,MH02-M-Purple,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
76,9,simple,MH02-M-Red,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
77,9,simple,MH02-L-Black,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
78,9,simple,MH02-L-Purple,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
79,9,simple,MH02-L-Red,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
80,9,simple,MH02-XL-Black,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
81,9,simple,MH02-XL-Purple,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
82,9,simple,MH02-XL-Red,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
83,9,configurable,MH02,1,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
84,9,simple,MH03-XS-Black,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
85,9,simple,MH03-XS-Blue,0,0,"2017-12-19 11:40:46","2017-12-19 11:40:46"
86,9,simple,MH03-XS-Green,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
87,9,simple,MH03-S-Black,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
88,9,simple,MH03-S-Blue,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
89,9,simple,MH03-S-Green,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
90,9,simple,MH03-M-Black,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
91,9,simple,MH03-M-Blue,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
92,9,simple,MH03-M-Green,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
93,9,simple,MH03-L-Black,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
94,9,simple,MH03-L-Blue,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
95,9,simple,MH03-L-Green,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
96,9,simple,MH03-XL-Black,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
97,9,simple,MH03-XL-Blue,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
98,9,simple,MH03-XL-Green,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
99,9,configurable,MH03,1,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
100,9,simple,MH04-XS-Green,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
101,9,simple,MH04-XS-White,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
102,9,simple,MH04-XS-Yellow,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
103,9,simple,MH04-S-Green,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
104,9,simple,MH04-S-White,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
105,9,simple,MH04-S-Yellow,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
106,9,simple,MH04-M-Green,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
107,9,simple,MH04-M-White,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
108,9,simple,MH04-M-Yellow,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
109,9,simple,MH04-L-Green,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
110,9,simple,MH04-L-White,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
111,9,simple,MH04-L-Yellow,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
112,9,simple,MH04-XL-Green,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
113,9,simple,MH04-XL-White,0,0,"2017-12-19 11:40:47","2017-12-19 11:40:47"
114,9,simple,MH04-XL-Yellow,0,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
115,9,configurable,MH04,1,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
116,9,simple,MH05-XS-Green,0,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
117,9,simple,MH05-XS-Red,0,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
118,9,simple,MH05-XS-White,0,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
119,9,simple,MH05-S-Green,0,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
120,9,simple,MH05-S-Red,0,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
121,9,simple,MH05-S-White,0,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
122,9,simple,MH05-M-Green,0,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
123,9,simple,MH05-M-Red,0,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
124,9,simple,MH05-M-White,0,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
125,9,simple,MH05-L-Green,0,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
126,9,simple,MH05-L-Red,0,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
127,9,simple,MH05-L-White,0,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
128,9,simple,MH05-XL-Green,0,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
129,9,simple,MH05-XL-Red,0,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
130,9,simple,MH05-XL-White,0,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
131,9,configurable,MH05,1,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
132,9,simple,MH06-XS-Black,0,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
133,9,simple,MH06-XS-Blue,0,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
134,9,simple,MH06-XS-Purple,0,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
135,9,simple,MH06-S-Black,0,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
136,9,simple,MH06-S-Blue,0,0,"2017-12-19 11:40:48","2017-12-19 11:40:48"
137,9,simple,MH06-S-Purple,0,0,"2017-12-19 11:40:49","2017-12-19 11:40:49"
138,9,simple,MH06-M-Black,0,0,"2017-12-19 11:40:49","2017-12-19 11:40:49"
139,9,simple,MH06-M-Blue,0,0,"2017-12-19 11:40:49","2017-12-19 11:40:49"
140,9,simple,MH06-M-Purple,0,0,"2017-12-19 11:40:49","2017-12-19 11:40:49"
141,9,simple,MH06-L-Black,0,0,"2017-12-19 11:40:49","2017-12-19 11:40:49"
142,9,simple,MH06-L-Blue,0,0,"2017-12-19 11:40:49","2017-12-19 11:40:49"
143,9,simple,MH06-L-Purple,0,0,"2017-12-19 11:40:49","2017-12-19 11:40:49"
144,9,simple,MH06-XL-Black,0,0,"2017-12-19 11:40:49","2017-12-19 11:40:49"
145,9,simple,MH06-XL-Blue,0,0,"2017-12-19 11:40:49","2017-12-19 11:40:49"
146,9,simple,MH06-XL-Purple,0,0,"2017-12-19 11:40:49","2017-12-19 11:40:49"
147,9,configurable,MH06,1,0,"2017-12-19 11:40:49","2017-12-19 11:40:49"
148,9,simple,MH07-XS-Black,0,0,"2017-12-19 11:40:49","2017-12-19 11:40:49"
149,9,simple,MH07-XS-Gray,0,0,"2017-12-19 11:40:49","2017-12-19 11:40:49"
150,9,simple,MH07-XS-Green,0,0,"2017-12-19 11:40:49","2017-12-19 11:40:49"
151,9,simple,MH07-S-Black,0,0,"2017-12-19 11:40:49","2017-12-19 11:40:49"
152,9,simple,MH07-S-Gray,0,0,"2017-12-19 11:40:52","2017-12-19 11:40:52"
153,9,simple,MH07-S-Green,0,0,"2017-12-19 11:40:52","2017-12-19 11:40:52"
154,9,simple,MH07-M-Black,0,0,"2017-12-19 11:40:52","2017-12-19 11:40:52"
155,9,simple,MH07-M-Gray,0,0,"2017-12-19 11:40:52","2017-12-19 11:40:52"
156,9,simple,MH07-M-Green,0,0,"2017-12-19 11:40:52","2017-12-19 11:40:52"
157,9,simple,MH07-L-Black,0,0,"2017-12-19 11:40:52","2017-12-19 11:40:52"
158,9,simple,MH07-L-Gray,0,0,"2017-12-19 11:40:52","2017-12-19 11:40:52"
159,9,simple,MH07-L-Green,0,0,"2017-12-19 11:40:52","2017-12-19 11:40:52"
160,9,simple,MH07-XL-Black,0,0,"2017-12-19 11:40:52","2017-12-19 11:40:52"
161,9,simple,MH07-XL-Gray,0,0,"2017-12-19 11:40:52","2017-12-19 11:40:52"
162,9,simple,MH07-XL-Green,0,0,"2017-12-19 11:40:52","2017-12-19 11:40:52"
163,9,configurable,MH07,1,0,"2017-12-19 11:40:52","2017-12-19 11:40:52"
164,9,simple,MH08-XS-Brown,0,0,"2017-12-19 11:40:52","2017-12-19 11:40:52"
165,9,simple,MH08-XS-Purple,0,0,"2017-12-19 11:40:52","2017-12-19 11:40:52"
166,9,simple,MH08-XS-Red,0,0,"2017-12-19 11:40:52","2017-12-19 11:40:52"
167,9,simple,MH08-S-Brown,0,0,"2017-12-19 11:40:52","2017-12-19 11:40:52"
168,9,simple,MH08-S-Purple,0,0,"2017-12-19 11:40:52","2017-12-19 11:40:52"
169,9,simple,MH08-S-Red,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
170,9,simple,MH08-M-Brown,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
171,9,simple,MH08-M-Purple,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
172,9,simple,MH08-M-Red,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
173,9,simple,MH08-L-Brown,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
174,9,simple,MH08-L-Purple,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
175,9,simple,MH08-L-Red,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
176,9,simple,MH08-XL-Brown,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
177,9,simple,MH08-XL-Purple,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
178,9,simple,MH08-XL-Red,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
179,9,configurable,MH08,1,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
180,9,simple,MH09-XS-Blue,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
181,9,simple,MH09-XS-Green,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
182,9,simple,MH09-XS-Red,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
183,9,simple,MH09-S-Blue,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
184,9,simple,MH09-S-Green,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
185,9,simple,MH09-S-Red,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
186,9,simple,MH09-M-Blue,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
187,9,simple,MH09-M-Green,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
188,9,simple,MH09-M-Red,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
189,9,simple,MH09-L-Blue,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
190,9,simple,MH09-L-Green,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
191,9,simple,MH09-L-Red,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
192,9,simple,MH09-XL-Blue,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
193,9,simple,MH09-XL-Green,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
194,9,simple,MH09-XL-Red,0,0,"2017-12-19 11:40:53","2017-12-19 11:40:53"
195,9,configurable,MH09,1,0,"2017-12-19 11:40:54","2017-12-19 11:40:54"
196,9,simple,MH10-XS-Black,0,0,"2017-12-19 11:40:54","2017-12-19 11:40:54"
197,9,simple,MH10-XS-Blue,0,0,"2017-12-19 11:40:54","2017-12-19 11:40:54"
198,9,simple,MH10-XS-Red,0,0,"2017-12-19 11:40:54","2017-12-19 11:40:54"
199,9,simple,MH10-S-Black,0,0,"2017-12-19 11:40:54","2017-12-19 11:40:54"
200,9,simple,MH10-S-Blue,0,0,"2017-12-19 11:40:54","2017-12-19 11:40:54"
201,9,simple,MH10-S-Red,0,0,"2017-12-19 11:40:54","2017-12-19 11:40:54"
202,9,simple,MH10-M-Black,0,0,"2017-12-19 11:40:54","2017-12-19 11:40:54"
203,9,simple,MH10-M-Blue,0,0,"2017-12-19 11:40:54","2017-12-19 11:40:54"
204,9,simple,MH10-M-Red,0,0,"2017-12-19 11:40:54","2017-12-19 11:40:54"
205,9,simple,MH10-L-Black,0,0,"2017-12-19 11:40:54","2017-12-19 11:40:54"
206,9,simple,MH10-L-Blue,0,0,"2017-12-19 11:40:54","2017-12-19 11:40:54"
207,9,simple,MH10-L-Red,0,0,"2017-12-19 11:40:54","2017-12-19 11:40:54"
208,9,simple,MH10-XL-Black,0,0,"2017-12-19 11:40:54","2017-12-19 11:40:54"
209,9,simple,MH10-XL-Blue,0,0,"2017-12-19 11:40:54","2017-12-19 11:40:54"
210,9,simple,MH10-XL-Red,0,0,"2017-12-19 11:40:54","2017-12-19 11:40:54"
211,9,configurable,MH10,1,0,"2017-12-19 11:40:54","2017-12-19 11:40:54"
212,9,simple,MH11-XS-Orange,0,0,"2017-12-19 11:40:54","2017-12-19 11:40:54"
213,9,simple,MH11-XS-Red,0,0,"2017-12-19 11:40:54","2017-12-19 11:40:54"
214,9,simple,MH11-XS-White,0,0,"2017-12-19 11:40:54","2017-12-19 11:40:54"
215,9,simple,MH11-S-Orange,0,0,"2017-12-19 11:40:54","2017-12-19 11:40:54"
216,9,simple,MH11-S-Red,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
217,9,simple,MH11-S-White,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
218,9,simple,MH11-M-Orange,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
219,9,simple,MH11-M-Red,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
220,9,simple,MH11-M-White,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
221,9,simple,MH11-L-Orange,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
222,9,simple,MH11-L-Red,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
223,9,simple,MH11-L-White,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
224,9,simple,MH11-XL-Orange,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
225,9,simple,MH11-XL-Red,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
226,9,simple,MH11-XL-White,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
227,9,configurable,MH11,1,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
228,9,simple,MH12-XS-Blue,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
229,9,simple,MH12-XS-Green,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
230,9,simple,MH12-XS-Red,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
231,9,simple,MH12-S-Blue,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
232,9,simple,MH12-S-Green,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
233,9,simple,MH12-S-Red,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
234,9,simple,MH12-M-Blue,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
235,9,simple,MH12-M-Green,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
236,9,simple,MH12-M-Red,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
237,9,simple,MH12-L-Blue,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
238,9,simple,MH12-L-Green,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
239,9,simple,MH12-L-Red,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
240,9,simple,MH12-XL-Blue,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
241,9,simple,MH12-XL-Green,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
242,9,simple,MH12-XL-Red,0,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
243,9,configurable,MH12,1,0,"2017-12-19 11:40:55","2017-12-19 11:40:55"
244,9,simple,MH13-XS-Blue,0,0,"2017-12-19 11:40:56","2017-12-19 11:40:56"
245,9,simple,MH13-XS-Green,0,0,"2017-12-19 11:40:56","2017-12-19 11:40:56"
246,9,simple,MH13-XS-Lavender,0,0,"2017-12-19 11:40:56","2017-12-19 11:40:56"
247,9,simple,MH13-S-Blue,0,0,"2017-12-19 11:40:56","2017-12-19 11:40:56"
248,9,simple,MH13-S-Green,0,0,"2017-12-19 11:40:56","2017-12-19 11:40:56"
249,9,simple,MH13-S-Lavender,0,0,"2017-12-19 11:40:56","2017-12-19 11:40:56"
250,9,simple,MH13-M-Blue,0,0,"2017-12-19 11:40:56","2017-12-19 11:40:56"
251,9,simple,MH13-M-Green,0,0,"2017-12-19 11:40:56","2017-12-19 11:40:56"
252,9,simple,MH13-M-Lavender,0,0,"2017-12-19 11:40:59","2017-12-19 11:40:59"
253,9,simple,MH13-L-Blue,0,0,"2017-12-19 11:40:59","2017-12-19 11:40:59"
254,9,simple,MH13-L-Green,0,0,"2017-12-19 11:40:59","2017-12-19 11:40:59"
255,9,simple,MH13-L-Lavender,0,0,"2017-12-19 11:40:59","2017-12-19 11:40:59"
256,9,simple,MH13-XL-Blue,0,0,"2017-12-19 11:40:59","2017-12-19 11:40:59"
257,9,simple,MH13-XL-Green,0,0,"2017-12-19 11:40:59","2017-12-19 11:40:59"
258,9,simple,MH13-XL-Lavender,0,0,"2017-12-19 11:40:59","2017-12-19 11:40:59"
259,9,configurable,MH13,1,0,"2017-12-19 11:40:59","2017-12-19 11:40:59"
260,9,simple,MJ01-XS-Orange,0,0,"2017-12-19 11:40:59","2017-12-19 11:40:59"
261,9,simple,MJ01-XS-Red,0,0,"2017-12-19 11:40:59","2017-12-19 11:40:59"
262,9,simple,MJ01-XS-Yellow,0,0,"2017-12-19 11:40:59","2017-12-19 11:40:59"
263,9,simple,MJ01-S-Orange,0,0,"2017-12-19 11:40:59","2017-12-19 11:40:59"
264,9,simple,MJ01-S-Red,0,0,"2017-12-19 11:40:59","2017-12-19 11:40:59"
265,9,simple,MJ01-S-Yellow,0,0,"2017-12-19 11:40:59","2017-12-19 11:40:59"
266,9,simple,MJ01-M-Orange,0,0,"2017-12-19 11:40:59","2017-12-19 11:40:59"
267,9,simple,MJ01-M-Red,0,0,"2017-12-19 11:40:59","2017-12-19 11:40:59"
268,9,simple,MJ01-M-Yellow,0,0,"2017-12-19 11:40:59","2017-12-19 11:40:59"
269,9,simple,MJ01-L-Orange,0,0,"2017-12-19 11:40:59","2017-12-19 11:40:59"
270,9,simple,MJ01-L-Red,0,0,"2017-12-19 11:40:59","2017-12-19 11:40:59"
271,9,simple,MJ01-L-Yellow,0,0,"2017-12-19 11:40:59","2017-12-19 11:40:59"
272,9,simple,MJ01-XL-Orange,0,0,"2017-12-19 11:40:59","2017-12-19 11:40:59"
273,9,simple,MJ01-XL-Red,0,0,"2017-12-19 11:41:00","2017-12-19 11:41:00"
274,9,simple,MJ01-XL-Yellow,0,0,"2017-12-19 11:41:00","2017-12-19 11:41:00"
275,9,configurable,MJ01,1,0,"2017-12-19 11:41:00","2017-12-19 11:41:00"
276,9,simple,MJ02-XS-Green,0,0,"2017-12-19 11:41:00","2017-12-19 11:41:00"
277,9,simple,MJ02-XS-Orange,0,0,"2017-12-19 11:41:00","2017-12-19 11:41:00"
278,9,simple,MJ02-XS-Red,0,0,"2017-12-19 11:41:00","2017-12-19 11:41:00"
279,9,simple,MJ02-S-Green,0,0,"2017-12-19 11:41:00","2017-12-19 11:41:00"
280,9,simple,MJ02-S-Orange,0,0,"2017-12-19 11:41:00","2017-12-19 11:41:00"
281,9,simple,MJ02-S-Red,0,0,"2017-12-19 11:41:00","2017-12-19 11:41:00"
282,9,simple,MJ02-M-Green,0,0,"2017-12-19 11:41:00","2017-12-19 11:41:00"
283,9,simple,MJ02-M-Orange,0,0,"2017-12-19 11:41:00","2017-12-19 11:41:00"
284,9,simple,MJ02-M-Red,0,0,"2017-12-19 11:41:00","2017-12-19 11:41:00"
285,9,simple,MJ02-L-Green,0,0,"2017-12-19 11:41:00","2017-12-19 11:41:00"
286,9,simple,MJ02-L-Orange,0,0,"2017-12-19 11:41:00","2017-12-19 11:41:00"
287,9,simple,MJ02-L-Red,0,0,"2017-12-19 11:41:00","2017-12-19 11:41:00"
288,9,simple,MJ02-XL-Green,0,0,"2017-12-19 11:41:00","2017-12-19 11:41:00"
289,9,simple,MJ02-XL-Orange,0,0,"2017-12-19 11:41:00","2017-12-19 11:41:00"
